label,text
"IT","Realme oficjalnie wchodzi na rynek smartwatchy. Sprzęt na papierze wygląda świetnie. Realme szturmem wdarło się na rynek smartfonów, wprowadzając do sklepów modele cechujące się rewelacyjnym wręcz stosunkiem ceny do oferowanych podzespołów. Firma, wzorem innych dostawców elektroniki z Chin, postanowiła jednak właśnie mocno poszerzyć swój asortyment. Dziś pokazała ona m.in. swojego pierwszego smartwatcha, zegarek Realme Watch. "
"IT","Premiera Kirina 1020 jest podobno obecnie niezagrożona. Firma na pewno zdaje sobie jednak sprawę ze skali problemu. W sieci już od miesięcy mówi się o sankcjach, jakie amerykańskie władze nałożyły na Huawei. Na skutek wojny handlowej, która wciąż toczy się między Stanami Zjednoczonymi a Chinami, przedsiębiorstwo straciło swobodny dostęp do rozwiązań technologicznych pochodzących z USA. Właśnie na skutek tych obostrzeń najnowsze smartfony producenta są odcięte od ekosystemu Google. "
"IT","Valve wprowadza po cichu w Chinach wersję alfa ocenzurowanego klienta Steam. Valve oficjalnie potwierdziło plany wejścia ze Steamem na rynek chiński w 2018 roku, ale dopiero teraz pojawiła się wersja alfa klienta platformy. Pomimo braku oficjalnych serwerów w Państwie Środka, aplikacja już zawiera pierwsze rozwiązania wymagane przez Komunistyczną Partię Chin. Wśród nich znajdziemy funkcje, z których zwykły gracz z Europy czy Ameryki nigdy nie chciałby korzystać. "
"IT","Zalman SF120A3 - zestaw wentylatorów o ciekawej budowie. Zalman wprowadza na rynek ciekawie wyglądający zestaw wentylatorów SF120A3, które mają przyciągać do siebie klientów nie tylko wysoką wydajnością i dobrą kulturą pracy, ale też, a może przede wszystkim, niecodziennym wyglądem. Urządzenia mogą pochwalić się nietypową budową mocowań i specjalnym projektem łopatek, poprawiającym przepływ powietrza. "
"IT","Mafia II: Definitive Edition z masą błędów na PC i konsolach. Gracze pokładali duże nadzieje w odświeżonych wersjach gier z serii Mafia. Nadal czekamy na remake ""jedynki"", ale już dostępne są dwie kolejne części, które niestety zawodzą pod względem wykonania. O ile jednak w przypadku Mafii III wiele nie zmieniło się względem oryginału, bo i ten był tragicznie przygotowany, tak w Mafia II: Definitive Edtion zaliczyła spory regres i jest, słusznie zresztą, mocno krytykowana przez graczy. "
"IT","ASRock chwali się rekordami podkręcania na płycie Z490 Aqua, które osiągnięto na innym sprzęcie. Marketing dotyczący sprzętu komputerowego czasem jest naprawdę bardzo dziwny, a firmy sięgają po niestety niezbyt czyste chwyty, by przyciągnąć klientów do swoich produktów. Tak jest z promocją płyty ASRock Z490 Aqua, której producent zachwala ją ogromnymi możliwościami OC, rzekomo potwierdzonymi w boju przez pobicie na niej kilku rekordów w benchmarkach CPU. Problem w tym, że tak naprawdę to nie na niej pobito wszystkie wymienione rekordy. "
"IT","Biostar ujawnił częściową specyfikację APU AMD Ryzen 4000 ""Renoir"". Biostar potwierdził przez przypadek informacje o Ryzenie 7 4700G i innych układach APU Ryzen 4000, które zmierzają na rynek. W specyfikacji jednej ze swoich płyt z chipsetem B550 firma zamieściła listę kompatybilnych CPU, na której znalazły się niezapowiedziane jeszcze przez AMD produkty. Lista już została zmodyfikowana, ale na szczęście w sieci nic nigdy nie ginie, dlatego nadal możemy sprawdzić informacje o nowych produktach. "
"IT","AMD Ryzen 9 3900XT, Ryzen 7 3800XT i Ryzen 5 3600XT - pierwsze informacje o specyfikacji. Od kilku dni do sieci trafiają przecieki na temat odświeżonych procesorów Matisse. Ostatnie wskazują, że na rynek trafią trzy nowe procesory Ryzen 9 3900XT, Ryzen 7 3800XT i Ryzen 5 3600XT, będące szybszymi odmianami dostępnych już na rynku chipów. Dzięki informacjom z popularnego chińskiego forum dowiedzieliśmy się, z jakimi zegarami pracować mają nowe jednostki. Sprawdźcie, jak ma prezentować się wstępna specyfikacja tych układów. "
"IT","ViewSonic Elite XG270QC - specyfikacja monitora WQHD 165 Hz z FreeSync Premium Pro i DisplayHDR 400. ViewSonic zaprezentował monitor, który może zainteresować wymagających graczy komputerowych. Konstrukcja Elite XG270QC zapewnia bardzo wysoką częstotliwość odświeżania, jest zgodna z wymaganiami standardu AMD FreeSync Premium Pro i ofertuje niezłą obsługę HDR. Na pokładzie znalazło się również kilka dodatkowych elementów, które powinny przypaść do gustu potencjalnej grupie klientów. "
"IT","Xiaomi Mi Band 5 na naszym rynku najpewniej nie zaoferuje jednak płatności zbliżeniowych. To ogromne rozczarowanie. Kiedy pojawiły się pierwsze plotki o nowej opasce Xiaomi, modelu Mi Band 5, w sieci zawrzało. Cóż, nic dziwnego. Gadżet, wzorem poprzedników, miał być bowiem bardzo przystępny cenowo, a przy tym powinien oferować nam on szereg usprawnień względem starszych wearables z tej serii. "
"IT","Ming-Chi Kuo: iPhone'y 12 bez słuchawek w zestawie. Osoby czekające na nowy sprzęt giganta z Cupertino raczej nie będą zadowolone z tego posunięcia. Jeśli chodzi o jesienne premiery smartfonów, to najwięcej emocji zdają się obecnie budzić iPhone'y serii 12. Cóż, trudno się dziwić - urządzenia mają przynieść szereg zmian, na które od dłuższego czasu czekają fani marki. Wśród usprawnień znajdziemy m.in. "
"IT","Motorola planuje premierę drugiego smartfona ze składanym ekranem. Miejmy nadzieję, że producent uczy się na własnych błędach. W zeszłym roku na rynek trafiły pierwsze smartfony ze składanymi ekranami od znanych firm. Było to spore wydarzenie, ponieważ na konstrukcje takie jak Samsung Galaxy Fold czy Huawei Mate X czekaliśmy od lat. Niestety, sprzęt okazał się sporym rozczarowaniem. "
"IT","Xiaomi Redmi 10X będzie pierwszym smartfonem dual SIM z funkcją dual standby 5G. Firma pokazuje, że potrafi być innowacyjna. Xiaomi od lat kojarzy się głównie ze smartfonami o rewelacyjnym wręcz stosunku ceny do oferowanych podzespołów, ale producent nie tylko wydaje kolejne, bardzo tanie telefony - potrafi on również mocno namieszać na rynku, wprowadzając rozwiązania, które ciężko znaleźć o konkurencji. "
"IT","Qualcomm przygotowuje nowy chip z serii Snapdragon 6xx z modemem 5G! Nowy standard łączności będzie powoli trafiał do wszystkich. W zeszłym roku doczekaliśmy się premier pierwszych smartfonów obsługujących łączność 5G. Niestety, ta technika początkowo została ograniczona do bardzo drogich telefonów klasy premium, a internauci zaczęli zadawać sobie pytania, kiedy odpowiednie modemy pojawią się w mid-range'owych konstrukcjach, a infrastruktura 5G stanie się powszechnie dostępna w ich okolicy. "
"IT","Samsung Galaxy Note 20 doczeka się tylko pokazu online. Premiera jednak się odbędzie. Kiedy świat ogarnęła pandemia nowego koronawirusa z Chin, kasacji zaczęły ulegać kolejne, branżowe wydarzenia. Wśród anulowanych imprez znalazły się m.in. targi MWC oraz poświęcone grom wideo E3. Poszczególni producenci elektroniki wciąż wprawdzie pokazywali nowe produkty, ale ich zapowiedzi zostały całkowicie przeniesione do sieci. "
"IT","OnePlus kończy współpracę z marką McLaren. Co to oznacza w praktyce? OnePlus wywołał sporo zamieszania w sieci, prezentując zdecydowanie zbyt drogie modele OnePlus 8 i OnePlus 8 Pro, ale firma do tej pory kojarzyła się głównie ze smartfonami o rewelacyjnym wręcz stosunku ceny do oferowanych podzespołów. Dużo osób zauważało ją także dzięki specjalnym wydaniom swoich konstrukcji sygnowanych marką McLaren. "
"IT","Motorola One Fusion+ - zapowiada się solidny ""średniak"" z dużą baterią. To może być jeden z ciekawszych modeli z tzw. średniej półki. W zeszłym miesiącu w sieci pojawiły się plotki, jakoby Motorola przed końcem drugiego kwartału 2020 roku miała pokazać dwa nowe smartfony, konstrukcje znane jako Motorola One Fusion i Motorola One Fusion+. Najpewniej nie były to tylko czcze pogłoski, ponieważ w sieci pojawiła się właśnie dość szczegółowa specyfikacja techniczna drugiego z wymienionych telefonów. "
"IT","Xiaomi szykuje wysyp nowych produktów z rodziny Redmi. Jest na co czekać. Xiaomi od lat kojarzy się z elektroniką o rewelacyjnym stosunku ceny do oferowanych komponentów. W Polsce bardzo dużą popularnością cieszą się promowane przez Chińczyków smartfony, ale trzeba pamiętać, że firma ma w swoim portfolio dużo więcej typów urządzeń - rozprowadza ona m.in. telewizory, laptopy czy różnego rodzaju sprzętu domowego użytku. "
"IT","Sony Xperia 1 II trafia do przedsprzedaży w Europie. Większość z nas będzie raczej mocno zdziwiona, jeśli sprzęt odniesie zauważalny sukces. Mająca miejsce w lutym tego roku premiera nowej, high- endowej Xperii przyciągnęła uwagę sporej części internautów. "
"IT","ASRock B550 Taichi - specyfikacja flagowej płyty głównej z nowym chipsetem AMD. Producenci płyt głównych ujawnili swoje konstrukcje z chipsetami B550, wśród których znalazł się model B550 Taichi firmy ASRock. Jest to model z wyższej półki, który będzie na pewno droższy niż wiele płyt X570. Niemniej, sprzęt jest bardzo dobrze wyposażony i choćby dlatego część osób może się na niego zdecydować. Sprawdźmy, jak wygląda jego specyfikacja sprzętowa i jakie ciekawostki kryje. "
"IT","Netflix dezaktywuje subskrypcje nieaktywnych użytkowników platformy. Netflix wyszedł z godną pochwały inicjatywą, w ramach której platforma deaktywuje abonamenty na kontach, które od dłuższego czasu nie są używane. W ten sposób ich użytkownicy nie będą ponosić dalej kosztów za usługę, z której od dawna nie korzystają i np. zapomnieli się z niej do tej pory wypisać. Przedstawiciele firmy twierdzą, że takich kont może być kilkaset tysięcy. "
"IT","Razer Blade Pro 17 (2020) zaprezentowany. Wysokiej klasy laptop z ekranem o odświeżaniu nawet 300 Hz. Razer odświeżył notebooka Blade Pro 17, wyposażając go w nowe, wydajne procesory Intela i wysokiej klasy układy graficzne Nvidii. Sprzęt przyciąga jednak przede wszystkim dostępnymi ekranami, bo potencjalny nabywca może wybrać wariant o odświeżaniu nawet 300 Hz. Produkt ma się doskonale sprawdzić w grach oraz podczas pracy z wymagającymi aplikacjami, także tymi profesjonalnymi. "
"IT","Sabrent Rocket Q 8 TB to najpojemniejszy na rynku nośnik SSD na rynek kliencki. Cały czas brakuje Wam miejsca na dane na swoim nośniku SSD? Sabrent ma produkt, który powinien spełnić Wasze wymagania. Firma przedstawiła konstrukcję Rocket Q o pojemności aż 8 TB. Jest to tym samym najpojemniejszy SSD dostępny na rynku klienckim, jaki kiedykolwiek pokazana. Zobaczmy, jak wygląda specyfikacja tego produktu i jak może wyglądać jego cena, która na pewno będzie bardzo wysoka. "
"IT","Nvidia ujawnia doskonałe wyniki finansowe za pierwszy kwartał roku fiskalnego 2021. W trudnych czasach pandemii COVID-19 Nvidia radzi sobie bardzo dobrze. Przedsiębiorstwo opublikowało wyniki finansowe za pierwszy kwartał roku fiskalnego 2021, zakończony 26 kwietnia 2020 roku, w którym podmiot pobił szacunki dotyczące zysku i przychodu. Świetne wyniki są w dużej mierze związane z doskonałą kondycją działu Data Center, który jako jedyny poprawił swój rezultat zarówno rok do roku, jak i kwartał do kwartału. "
"IT","AMD Ryzen 7 3850X i Ryzen 7 3750X prawdopodobnie zmierzają na rynek. Pojawienia się takich plotek się nie spodziewaliśmy. Według informacji, które w ostatnich godzinach trafiły do sieci, AMD ma przygotowywać się do premiery dwóch nowych, ośmiordzeniowych Ryzenów 3000. Mają być to procesory Ryzen 7 3850X i Ryzen 7 3750X, za pomocą których czerwoni odświeżyliby swoją linię układów Matisse. "
"IT","TEST: Creative Oulier Gold. Creative potrafi ""w słuchawki"", to wiadomo nie od dziś. Logicznie rozwijając swoją linię słuchawek typu true wireless, firma wypuściła model, który ma trafić do amatorów wysokiej jakości dźwięku. Jak sprawdza się w praktyce? Artykuł TEST: Creative Oulier Gold pochodzi z serwisu CHIP. "
"IT","Odkryj siłę dobrego tłumaczenia technicznego. Dane portalu Ethnologue pokazują, że na świecie jest 7111 języków. To bardzo dużo. Zapewne w tej chwili zastanawiasz się, w jaki sposób „ugryźć” plan rozwoju Twojej firmy, aby wykorzystać ich moc i siłę. Artykuł Odkryj siłę dobrego tłumaczenia technicznego pochodzi z serwisu CHIP. "
"IT","Brexit, czyli dane Brytyjczyków nie będą chronione przez RODO. Google uznało, że dane brytyjskich internautów korzystających z jego usług powinny podlegać amerykańskiej jurysdykcji. Mogłyby podlegać w dalszym ciągu irlandzkim sądom, ale koncern nie ma pewności, jakie regulacje dotyczące prywatności zostaną przyjęte po brexicie. Artykuł Brexit, czyli dane Brytyjczyków nie będą chronione przez RODO pochodzi z serwisu CHIP. "
